{'str': '4f400b68ac3a46bc4692', 'num': 0.08353987387390249}
{'str': 'cd0d851943aa65441c97', 'num': 0.358418522858895}
{'str': '56853f433dc182e27e4d', 'num': 0.5488625218387009}
{'str': 'df67e7144701ef34a485', 'num': 0.38080767525631176}
{'str': '3e9de09169279190bbc0', 'num': 0.508855264815922}
{'str': '515450ec632ca19ec71a', 'num': 0.7431624151668716}
{'str': 'de73278e45cd741c576d', 'num': 0.6110873592601405}
{'str': 'c2067da226f961a1eaa5', 'num': 0.05166252190754428}
{'str': 'c1bce76e11684e9bd2ab', 'num': 0.9720463869457241}
{'str': '303e30dd4543a86eff32', 'num': 0.3232193944974203}
{'str': 'c4899de85e95c49e23e0', 'num': 0.03529999273783435}
{'str': '173d85c1e972116fa947', 'num': 0.23725906278443298}
{'str': '2bb30cf6f5332671079c', 'num': 0.9194832889463753}
{'str': '05a0dacca2c1c790ad17', 'num': 0.43146227992798036}
{'str': '22ac46e38be8b9a2da12', 'num': 0.5633500194938887}
{'str': '291297fc16547f6d075e', 'num': 0.4815922560727679}
{'str': '6d68788a40bef827155b', 'num': 0.7587696555694798}
{'str': 'af7ee7a668f297b8c0cc', 'num': 0.7069422427053353}
{'str': 'b0669613ee35914cc9f2', 'num': 0.4035669548422318}
{'str': 'b3c66e37389e2d02d39a', 'num': 0.7418412222167609}
{'str': 'b7aad33259a148544db3', 'num': 0.49159143169448183}
{'str': '069d4efbf03be5ffc701', 'num': 0.6648027979743683}
{'str': 'efa28311254ee5bfc31e', 'num': 0.7023924189810257}
{'str': '7d5e69d7419c8b3f0675', 'num': 0.7017985715132096}
{'str': '404b4b5b9028843fcf70', 'num': 0.9615661445921029}
{'str': '335b8081756c160d4ff1', 'num': 0.8837337563378869}
{'str': '8b6b33a3c57adbd596b4', 'num': 0.555143233633927}
{'str': 'ccfaeb03350c19e8dc62', 'num': 0.5671742936273849}
{'str': 'acbba3503560191584a0', 'num': 0.225118816570399}
{'str': '69fe46f89cfdda516581', 'num': 0.34472294278988513}
{'str': '247e3ef11712295077a8', 'num': 0.3214256034835813}
{'str': 'a02aa4c14def15ca4260', 'num': 0.8853174020820983}
{'str': 'af1f0f40362692672aab', 'num': 0.8672653081352988}
{'str': 'e5a689a1e91c993274c1', 'num': 0.5335098547232391}
{'str': 'ccb8c6a0d4a9d9d9c8d0', 'num': 0.3333916241284659}
{'str': 'd1cf634b05f6e91af525', 'num': 0.4988923999598682}
{'str': 'dc53447668799c682d35', 'num': 0.126081529980263}
{'str': '58174a8af6f591b21b1f', 'num': 0.4557830638888355}
{'str': '598c559da3c3f4370d6a', 'num': 0.48470019436227496}
{'str': '4eba38e5ce3757fbfd57', 'num': 0.7855249020649939}
{'str': '49941b24f0ff0fccf7df', 'num': 0.4988352892106176}
{'str': 'dc5c90e8a66e7dc485a8', 'num': 0.6883368847064789}
{'str': 'd672c7d40f20c336e5fa', 'num': 0.23439322578728283}
{'str': 'a9fa4444262158473056', 'num': 0.9680390658653913}
{'str': 'bb2eda71fd8cc24f9427', 'num': 0.3409819990563122}
{'str': '5b489efa85c4b4e828af', 'num': 0.8541155919159474}
{'str': 'd7ec1b9434110a67c5e7', 'num': 0.3928191164925722}
{'str': '3201173efecf9fa52272', 'num': 0.4716201659510899}
{'str': 'a62f094e2d45811cbc2e', 'num': 0.1768487022998999}
{'str': '51786f545a2eb0358413', 'num': 0.9853662582165376}
{'str': 'b46a44044a8bd8e990e0', 'num': 0.6634015479305706}
{'str': '9a97bb797138904254a5', 'num': 0.01359240334542089}
{'str': '0651c1d77d727a20d3b5', 'num': 0.8921865043766494}
{'str': 'c3dd47c8f582132e7098', 'num': 0.5013626600647447}
{'str': 'eca228cc75de3d0cded9', 'num': 0.7789182993249489}
{'str': '03af40397cf0e8b4cc8d', 'num': 0.8972349612085044}
{'str': 'ef13daf64d795e007456', 'num': 0.1392138548624302}
{'str': '791442c55d152c64f661', 'num': 0.22288439868580112}
{'str': '907b9444fd45ab79d68f', 'num': 0.025773102404400672}
{'str': 'df7bfc384f101fa797e5', 'num': 0.11558108585258575}
{'str': '164037baed8bb6848300', 'num': 0.4981332518793157}
{'str': 'f6bc6f7ebdbf92e7bca6', 'num': 0.9522812357784651}
{'str': '64b4490e4383619c1f0a', 'num': 0.7544557123016074}
{'str': 'deabe3583ad959096e09', 'num': 0.960157668979284}
{'str': '945a6c9e33039e725eb8', 'num': 0.44469371521288126}
{'str': 'b073c383b7146e87f7ac', 'num': 0.549123309016826}
{'str': '60c0b58dd1b907ea0a59', 'num': 0.456965727134768}
{'str': 'a5b895772114776671de', 'num': 0.05323490211569537}
{'str': '90699f431b7b429d3dd1', 'num': 0.6826788503179861}
{'str': '30ca91d532e6eb7a40a9', 'num': 0.875411120882934}
{'str': '0d350049c5ef966a2a53', 'num': 0.9456500220250433}
{'str': '64cecc3ae0aa39099af5', 'num': 0.6027743625617029}
{'str': '3543de1e1bfb66981d0b', 'num': 0.5682207280806567}
{'str': '35f4d1f4ce94dc8ecbf5', 'num': 0.5584057867018645}
{'str': 'fd9a14f43aff26e6c1b9', 'num': 0.02120209721167865}
{'str': '295ac14cf41b2f70476c', 'num': 0.35586583554336293}
{'str': 'acc922246b6bd6f86834', 'num': 0.5243972020094684}
{'str': 'a4bfd135d51a25603ecf', 'num': 0.28193939694173287}
{'str': 'b020abc6fe558b8fd49c', 'num': 0.43665268163901916}
{'str': 'a71b1da32e80dd648d14', 'num': 0.31958142592677086}
{'str': 'ace9db0b603028a174ac', 'num': 0.8766005899761329}
{'str': 'bef0e6d8fe557518f755', 'num': 0.28511686045219553}
{'str': 'bd99743d26af61fd8a3d', 'num': 0.046249104077703884}
{'str': '4ebc0ed7a7fce0c252fd', 'num': 0.5585988432686766}
{'str': '74a77fe1708f6e58c331', 'num': 0.19338678081142857}
{'str': '74e3d1c7f601b5f8440e', 'num': 0.4516797339692925}
{'str': '7073b69c406887bec308', 'num': 0.0966572976756398}
{'str': '71ad5bc32b02afcdfb3d', 'num': 0.07436436033189331}
{'str': '0ceb17c57b6f31195195', 'num': 0.5927361330210886}
{'str': '1ed511e7e865ec415e90', 'num': 0.3333570170179827}
{'str': '368a180c9d5bdee88066', 'num': 0.1191646396923215}
{'str': '2fc6440bf29a8f45a2d4', 'num': 0.5637618445804695}
{'str': '9b5c450e13c8c938e12a', 'num': 0.23168388322139777}
{'str': '3b942f1b1403eea7e29a', 'num': 0.8660344248501286}
{'str': '58d0cc14ecba76813d4f', 'num': 0.8924960707242051}
{'str': '5fda08b783ff29d3aa5a', 'num': 0.22338318277398328}
{'str': '734817bcb70e41c12b84', 'num': 0.9911634068510192}
{'str': 'bb9f1eebd3d45d987d81', 'num': 0.85923456068606}
{'str': 'defcff827df7ea3360b9', 'num': 0.9358468207972342}
{'str': 'dde969ede9f9926a9ac7', 'num': 0.49450115375509673}
{'str': '5cc8f44de400beecf8ea', 'num': 0.66458088441388}
{'str': '93ed11db04301d0d967a', 'num': 0.36059387894496486}
{'str': '693016b21608cda4f109', 'num': 0.25979390619848164}
{'str': '07a3e3cdc0ab89e2fe58', 'num': 0.6974839842997662}
{'str': '65737d04ed0a67169fdf', 'num': 0.4617089011455471}
{'str': 'f005d5aa8661a05fe7a0', 'num': 0.2566005906031845}
{'str': '802a7e04bc32284451fc', 'num': 0.8355464469394062}
{'str': '987d5068c4e8660641a2', 'num': 0.8546493177193216}
{'str': '46658f3d1c0fef10b46b', 'num': 0.30573887744518546}
{'str': '1b478e54fcd6c3519981', 'num': 0.8519254137849582}
{'str': 'f1f35d1133ebdc57cb93', 'num': 0.2526087775969442}
{'str': 'f55df9bb10350dceffe0', 'num': 0.6109320480323492}
{'str': '972c0af2a21f767e4b81', 'num': 0.5798874622680871}
{'str': '14fb1b56107f10140ea0', 'num': 0.7082737655608093}
{'str': 'df2c13faf41e1c461226', 'num': 0.500972076939041}
{'str': '3a1ce1339b1f98455603', 'num': 0.8683815234819889}
{'str': '3c41d3c0e66caa0a44b8', 'num': 0.43931851996253635}
{'str': '6a63a92a3a68a205facb', 'num': 0.7253753000080082}
{'str': '6f1ad32f7ce258b8e0fd', 'num': 0.2138868073946052}
{'str': 'ab86d387087a10ddeafc', 'num': 0.5383425951263755}
{'str': 'ecdb454f67c4bf5ee587', 'num': 0.6411716867218078}
{'str': '7937d675e0551eb2201c', 'num': 0.49334495238786713}
{'str': '48fdd547bcf231c80665', 'num': 0.9014485368541599}
{'str': '4d963bf2ab96149fc4c8', 'num': 0.6620151507765328}
{'str': 'aadf24bc3647500239bc', 'num': 0.31171130926196966}
{'str': '09a4dec0ccfdd7840768', 'num': 0.4949781779220037}
{'str': '90864eb968e3347b3b71', 'num': 0.08865815895617657}
{'str': 'fc23d0e78899c0484333', 'num': 0.6928203935949707}
{'str': '007cba750e50e1f6f01f', 'num': 0.4138157760491381}
{'str': '69e9606313284c1deaa8', 'num': 0.3042780755312846}
{'str': 'd4910f67335a60e904d7', 'num': 0.2805260136848987}
{'str': '844aa8fd0b0c5c3cd873', 'num': 0.3596454422169877}
{'str': '767de455d9a311072fb2', 'num': 0.44338356057074246}
{'str': '6470228678ba7e71fe03', 'num': 0.4495327823155464}
{'str': 'dbd07a7ac7b827be0040', 'num': 0.39492562432853306}
{'str': '11c61f9abec42e7fe51f', 'num': 0.6101465388548515}
{'str': 'd289756bd7a84d9400b6', 'num': 0.8314038011333288}
{'str': '69039e81218d97ff9dac', 'num': 0.9096151756914915}
{'str': '8157657a70c0ee361c80', 'num': 0.9736175795247528}
{'str': '5eeff6a0464cb2151058', 'num': 0.6996272432656852}
{'str': '9e5822baa65639e18dc3', 'num': 0.9680672047370337}
{'str': 'ba3726502b88d91a7746', 'num': 0.6041435849235917}
{'str': 'e28fe6308239e7bbdfbc', 'num': 0.5290067466288161}
{'str': '28ba8390b426af8bbe7f', 'num': 0.5729047257203774}
{'str': '59176751a978cbd0b2a3', 'num': 0.44885184337751605}
{'str': '2f5164237e3933b6d335', 'num': 0.7910073705926066}
{'str': '0dbecc68eb72f23d1c48', 'num': 0.6972082290108339}
{'str': '1b54c83ed457e36c9912', 'num': 0.41036297875341377}
{'str': '3c07f68df5fda27188d0', 'num': 0.6315442085018635}
{'str': '5bfe8c9076e56fae8eff', 'num': 0.2692395149657466}
{'str': '88573aa5591a65f07fb7', 'num': 0.9058147631926015}
{'str': '49c87a5e212fa95c1951', 'num': 0.03264627683670762}
{'str': '3ebb0ebac7ca94ccffd3', 'num': 0.5033616050888238}
{'str': '79aa0bda5c5c714292fe', 'num': 0.07111063825404351}
{'str': '4625f9a6c3513a7b4a72', 'num': 0.029455611273782045}
{'str': '717fef48e82fb51c17e0', 'num': 0.2991320715979914}
{'str': '2dc1583db7cfcd93b92a', 'num': 0.393084922569803}
{'str': '3d23b39b8bf3cb6c249a', 'num': 0.768732110866818}
{'str': '041ca827b422b691bdc8', 'num': 0.35786265848800913}
{'str': '8dcb01be500086e88bb1', 'num': 0.9196961945855361}
{'str': '655a6a4f61bfc3fd5bd8', 'num': 0.06088886622738787}
{'str': 'fa0f728ded2838b65411', 'num': 0.712208469641258}
{'str': '7940c63d65856e55841c', 'num': 0.19955066698630886}
{'str': 'f4fb9068a97f95e13192', 'num': 0.46224840573293935}
{'str': '6488981a604893eb0efd', 'num': 0.21413529144082677}
{'str': 'e8613b90a2b130c1fd53', 'num': 0.8863906341624974}
{'str': '36db75dc1270eeecc79d', 'num': 0.19036657079262687}
{'str': 'f5d2ac1391d25db74b4b', 'num': 0.19987310405482417}
{'str': '80933f8ae6f0a07045e4', 'num': 0.5805309626522125}
{'str': '9f22ee695db6ea0bd87c', 'num': 0.09190874250454872}
{'str': '4c1fd5e193275c4fe1a4', 'num': 0.5770398462877137}
{'str': 'a735a93e5c2f09312485', 'num': 0.9865176938113998}
{'str': 'b61ffaeef5670a08ee5a', 'num': 0.06934474316012573}
{'str': 'c8ecb0cbd5ee19213e61', 'num': 0.872028630149881}
{'str': '94b529219f8a41d57f05', 'num': 0.886324780636571}
{'str': 'be27162691f42f2e6e31', 'num': 0.26657211009541715}
{'str': 'e7b7665440e0647b1a16', 'num': 0.9850471623770815}
{'str': 'ef64137f6609aa629a71', 'num': 0.13491588854020786}
{'str': '854d27e2e96a6615ce3b', 'num': 0.5871636214526332}
{'str': '820e936fc392ca09cdbd', 'num': 0.6558095263962948}
{'str': '776b5d854f79830c6791', 'num': 0.8598809542856823}
{'str': '5182973fc31f97329cc5', 'num': 0.3193141818788241}
{'str': '6ce05eeab455ab02ff6f', 'num': 0.40162563947312646}
{'str': 'dc834c0376fc92f06391', 'num': 0.34150419495694395}
{'str': '9f5367ba99ea96de60e2', 'num': 0.37658060274411964}
{'str': '3a7c5e6959a8e874826a', 'num': 0.797152252234323}
{'str': '02e67f9278790e037bca', 'num': 0.15116940208968532}
{'str': 'e2377ae94752a8a91a1d', 'num': 0.6857048471867556}
{'str': '0095043b1c9aaf533b00', 'num': 0.16894563665731688}
{'str': '373cc40bdf07044525b0', 'num': 0.5002264602908686}
{'str': '2e40c639f5e26bb481e9', 'num': 0.12827933092511934}
{'str': '5b3bb1491f2146ac253d', 'num': 0.8292202845383287}
{'str': '79623580c11390a68b3b', 'num': 0.18978114035235394}
{'str': '0a5a617de8638a174917', 'num': 0.07805267219778012}
{'str': 'cc8fd6c550b36f83256a', 'num': 0.38824234992518614}
{'str': '2ab923a30404e89e6506', 'num': 0.22131522125135306}
{'str': '958e97bf2c73261056c5', 'num': 0.7714873584152175}
{'str': '598eb802715ee0872850', 'num': 0.6453292204646052}
{'str': '4651140be9dd16c318f6', 'num': 0.7062407449434229}
{'str': 'a4f28fd96eab6c278fda', 'num': 0.15030712539022506}
{'str': '5371611a204d7e837aa4', 'num': 0.906391247620214}
{'str': 'b89b4f1d8e61836c6574', 'num': 0.854956745177528}
{'str': '7d50888ade3a2a2e8506', 'num': 0.6575829529409405}
{'str': 'e4986559b5dc9c4664f7', 'num': 0.1275417766820406}
{'str': 'b57acca96d5c261fda1a', 'num': 0.08640366861482762}
{'str': '0ee52cb5804ea15d2bc2', 'num': 0.06972220870112189}
{'str': 'df4a478c57fdb9e7dd90', 'num': 0.7694454040167695}
{'str': '6457aea2828964ba1929', 'num': 0.5630692006008051}
{'str': '1452d466661cc586aecf', 'num': 0.660567820306685}
{'str': 'ad13020ede7302f0d2f4', 'num': 0.47503940938963374}
{'str': 'ad75bbc4a67d76d24e24', 'num': 0.5735159882246329}
{'str': '68454b8ff4cca907459c', 'num': 0.46822461593163245}
{'str': 'cfaf0bd6f35fcbd4bee7', 'num': 0.876048022392613}
{'str': '9770074e173652f9ca68', 'num': 0.25487044712202667}
{'str': '3af71a39f6f5a8eb83bf', 'num': 0.461219735565757}
{'str': '48eeb1cb5b472fe6cd28', 'num': 0.4536811644061106}
{'str': 'eccffa1f354a6f88670c', 'num': 0.6034978252549028}
{'str': '326158fe1446eb667210', 'num': 0.5126705948860966}
{'str': 'c62c34e0744a826b2694', 'num': 0.9444238588830959}
{'str': 'eefcdf93aae275f8f453', 'num': 0.774073178124016}
{'str': 'a08c2c01d8bb02caf578', 'num': 0.9318265514357368}
{'str': '99b9674419f4aeb5916d', 'num': 0.9350125338689866}
{'str': 'e731033e56580c512cce', 'num': 0.8343191810311765}
{'str': '7798c918b296afc1b9b7', 'num': 0.6298406239985778}
{'str': 'a07f5fc719f8f44d01e5', 'num': 0.18826571367878098}
{'str': '87ab78e0740234ca0eb1', 'num': 0.9609589403777163}
{'str': '050f90aa10c778a9af4f', 'num': 0.010922841669414152}
{'str': '048d88e1cb3255f03db2', 'num': 0.7517473155946538}
{'str': '40d23ea8dfed82b53c44', 'num': 0.9704024266306858}
{'str': 'd8d0b1096698cfc2338e', 'num': 0.9878767198789569}
{'str': '0b7ac803a36e1bcfbdd6', 'num': 0.7820767574360523}
{'str': '8fd60565114fd322aa50', 'num': 0.187701516992974}
{'str': 'f035da61fe340ec6d028', 'num': 0.9057023053283852}
{'str': 'aebf677a364b039248e4', 'num': 0.4025625714728751}
{'str': '446cd1c31b43a9898967', 'num': 0.4007289108111731}
{'str': '3269ccd915a1790f2e48', 'num': 0.3360095512837271}
{'str': '2eef0d00436787c9e8f0', 'num': 0.1839862950628982}
{'str': '768bc11f991a6cc3bff4', 'num': 0.3405952120468122}
{'str': 'b011093da1ef995509e2', 'num': 0.8461706754092498}
{'str': '426ed560155ceae33475', 'num': 0.15674563251201734}
{'str': '3720aa4e6ccd39c0673f', 'num': 0.9022990671255601}
{'str': '03db7701d5b258f287c2', 'num': 0.1895536104877894}
{'str': '3ab3e0d2a2e417461860', 'num': 0.9810435110581124}
{'str': '9c8a891dc77683e4598b', 'num': 0.4118376396496185}
{'str': '5d0a23a9438fb84d24b3', 'num': 0.9969600324344786}
{'str': 'cdebc2cdfe7fa13d1eca', 'num': 0.2869479214108026}
{'str': '2b15075f642f19a7ae12', 'num': 0.2835351612866298}
{'str': '0adc1bdc873f1589473a', 'num': 0.024510652875195604}
{'str': '277b7fa8c24c59a2b518', 'num': 0.44925120452512235}
{'str': '80dd742d63c95694b58a', 'num': 0.5814081397532275}
{'str': '7ce6abfd6f5069e68acb', 'num': 0.33740769599200726}
{'str': '10f22de4c7076b882cb2', 'num': 0.9011923858027026}
{'str': '4fa83b7e2323385b31ef', 'num': 0.6176372411730856}
{'str': '5709f15c9aa0e8985b22', 'num': 0.9186828959648807}
{'str': '38a0ea13e3e89a8101ac', 'num': 0.7188221326217676}
{'str': '3044ccf1250085097fc4', 'num': 0.8499650859716715}
{'str': '4c287b9df9ac42a53bc3', 'num': 0.2611345416815244}
{'str': '4cd1f2cc5a3f82fe2d5e', 'num': 0.5000915012548567}
{'str': 'e01da2df6e15063faeb4', 'num': 0.8798855995856724}
{'str': 'caef6b7d62dd35c77485', 'num': 0.37809104786224135}
{'str': '467989752e5b7030d53a', 'num': 0.9460368838029277}
{'str': '93924def007c0b25ad5b', 'num': 0.18274238494263673}
{'str': '9ffe830a1e1eba07ecfd', 'num': 0.4278743014197445}
{'str': 'a6f567142862d3cd5da9', 'num': 0.3646254635757279}
{'str': 'a046410a087c2165db42', 'num': 0.45681441959282154}
{'str': '8d80b1189921c85540b7', 'num': 0.695747145826778}
{'str': '664229d0177e716cf0ad', 'num': 0.9909358442386387}
{'str': '3154ab6f4c7d736a7599', 'num': 0.7469164484714342}
{'str': '9942330a96e1cbcab4b7', 'num': 0.4675685838898732}
{'str': '3e5177a536f0a27c6d1c', 'num': 0.3520198045033458}
{'str': '202a1730c0a66946cee8', 'num': 0.07225036810401586}
{'str': 'd908e23a7bd378512359', 'num': 0.8282972785963871}
{'str': 'f8736a17db11e9550b6c', 'num': 0.5021915352025959}
{'str': '0860b973f6e370cf1bc8', 'num': 0.34730408606115126}
{'str': 'ae558fcf04bec6dab2cb', 'num': 0.5888640558252433}
{'str': 'dcb2b6ddd15bbde9470f', 'num': 0.12430100277032785}
{'str': '93cfab33a39d5bcea2a6', 'num': 0.7461011950368276}
{'str': '404dc0d9f8d597909926', 'num': 0.48986372489747276}
{'str': 'ca959430fad621ff540a', 'num': 0.3225902008956546}
{'str': '629099f8516a9133ae53', 'num': 0.48311679370420857}
{'str': '76ca3c7d2ee95a139775', 'num': 0.20734810278280913}
{'str': '78857cab39cc3de66481', 'num': 0.5368900513404973}
{'str': 'c8c6bc5c7a9dde6d4261', 'num': 0.865706559121294}
{'str': '61e06a725cdd0b4d53b1', 'num': 0.2609778974525877}
{'str': 'aef78c288e6a884dac09', 'num': 0.7117357486758565}
{'str': 'c173afa89cfc298465d5', 'num': 0.4686978281397274}
{'str': 'd6df635ad0750ea01f0a', 'num': 0.582792203255412}
{'str': '6f4c16556b807dc04be6', 'num': 0.3695084081089338}
{'str': '070344400bca17ed4e2d', 'num': 0.5149550130344362}
{'str': '2ecea051a3ec3143be63', 'num': 0.6400523673573039}
{'str': 'fa1a19ce5dbf47a1ff89', 'num': 0.8877405528233412}
{'str': 'a1dae0648b7166e6a284', 'num': 0.5787230533261176}
{'str': '2cecc74ed2a4b93c4814', 'num': 0.7617895069464974}
{'str': '336d08baccbfe31fac13', 'num': 0.33762858759562575}
{'str': '0a8d5fdf02f8f4fddc5a', 'num': 0.3900387150608777}
{'str': 'f9a0a1ea3a47467c550a', 'num': 0.883607040957956}
{'str': '1cfddf3cb33642d40131', 'num': 0.925540437308297}
{'str': '6a33aeff9aa5c8dfdda9', 'num': 0.18996621747151377}
{'str': '74b1f054579de1067a1c', 'num': 0.059615776340379734}
{'str': '713f4ecac72720c216b2', 'num': 0.7729645189763675}
{'str': '98efc41bc5ed35c8472c', 'num': 0.37551874227333004}
{'str': 'cc0dfda5f9ec8a6ff4d7', 'num': 0.3112278992184505}
{'str': 'b40c2f01736adb5f1d01', 'num': 0.2211304943678558}
{'str': '1f032497ab5cde3d1172', 'num': 0.9050732613410205}
{'str': 'e7c015d898459d7733e5', 'num': 0.8344701352620599}
{'str': '56357e5320ff13cdb620', 'num': 0.829351788468707}
{'str': '0e12d623d8a58b029b04', 'num': 0.5356785797571738}
{'str': '04150765c2cfebf44111', 'num': 0.8472400924943306}
{'str': 'c22efc96b3b435df709a', 'num': 0.5176907891081765}
{'str': 'd70506f0eeaa4af0436d', 'num': 0.860193620285489}
{'str': '7f601918ac9cafa8e278', 'num': 0.2553098797937049}
{'str': 'ead26fbf359a5a547948', 'num': 0.6957062576064466}
{'str': '10d0839c45c6ad0ede2f', 'num': 0.3937675259173635}
{'str': 'eadd1ae3b825dcc84b02', 'num': 0.9668069049239768}
{'str': '248453aa29071ec09d21', 'num': 0.8423926186222663}
{'str': 'b326df532acf7dba9861', 'num': 0.6690580647553497}
{'str': '2dc425d99d45d64a7658', 'num': 0.07505001077387896}
{'str': '8534471b5f641d25ebbd', 'num': 0.11793835074125203}
{'str': '369bfe09a4ded9616348', 'num': 0.22711062055115805}
{'str': '898c5006a3aa3a241b26', 'num': 0.8205186344502438}
{'str': 'd5fe149c0ebcd292ad44', 'num': 0.41148433729033085}
{'str': '9d20849fb62bdc6776d5', 'num': 0.25786822814493515}
{'str': '1920f53aced9ef3fe45d', 'num': 0.7471535360293565}
{'str': '7c8e01c8c9935f75056e', 'num': 0.805454073697775}
{'str': '32a0279d3dff99dda005', 'num': 0.359252263148243}
{'str': '89a9d03957804fbf7efb', 'num': 0.09219000702042224}
{'str': 'd8bc79720b5bd2514aae', 'num': 0.2125025720842264}
{'str': '46dcb1865269bec584db', 'num': 0.2468514457607286}
{'str': '6162687b1c276dca4286', 'num': 0.5299806311431841}
{'str': '24760fd2be8354612ecd', 'num': 0.45256100808320887}
{'str': '79b833e57c17c88822c1', 'num': 0.21627078350315898}
{'str': '9851c16afd6071dbbc3b', 'num': 0.5079844679546904}
{'str': 'd6a0a5c0cba72c21197c', 'num': 0.4148284082075452}
{'str': 'dc7a1c3289970c4737a4', 'num': 0.10234010581649233}
{'str': 'eaf708980454ab7a6e2a', 'num': 0.0649026900701668}
{'str': 'a575f4d90d94906fe3a3', 'num': 0.43654919952290117}
{'str': 'd6eab970816f0ff0e12d', 'num': 0.4686526102673523}
{'str': 'bff4ef53fb0d8c3337e0', 'num': 0.18177997807967894}
{'str': 'b9ff91d4806a117284ea', 'num': 0.1906591720662577}
{'str': '098b9f19a14b69aee982', 'num': 0.005408569502962535}
{'str': '12cc47c255f24a693684', 'num': 0.20074451659726933}
{'str': '2965425a1b1bafccaf2f', 'num': 0.5516278775730648}
{'str': '808d4e8f734ed6098e82', 'num': 0.7451737023468418}
{'str': '836c64e69b69454eb924', 'num': 0.2096034117933646}
{'str': '3bc94a1972c843fa9b47', 'num': 0.772279394625929}
{'str': '05de25202f06b6e1d628', 'num': 0.9551278513658163}
{'str': 'f946031457de77c3eebb', 'num': 0.4936309703344912}
{'str': 'b820ba06a2a0f4c7ffd4', 'num': 0.8552231966106001}
{'str': '17bee3552cfad6ecca5b', 'num': 0.9295602898681882}
{'str': 'd55d49e993f55a037ea7', 'num': 0.522672607734964}
{'str': '8b6a8ddb7ad7c6963e80', 'num': 0.4505887042267914}
{'str': 'fce8e29dd094b57aa869', 'num': 0.006446847503784325}
{'str': '29d2d845cd4918963719', 'num': 0.013054715481977897}
{'str': '00aa6b3b07836010e9c0', 'num': 0.7920931714252525}
{'str': '00c84b811b03fc080346', 'num': 0.5792754449335848}
{'str': 'e3c77f06f12146fbdd9e', 'num': 0.44523268427661056}
{'str': '6ab116a2d74536f439a5', 'num': 0.7965059655960206}
{'str': '7ab7b0d50b96ffc512b4', 'num': 0.4528898235368992}
{'str': '6f1062d5ea33f4ad721f', 'num': 0.2172989386934997}
{'str': 'a97f87220d85ce017032', 'num': 0.11798664474559728}
{'str': '5f395fbf0f61ae228237', 'num': 0.08187819121636286}
{'str': '482831a3080c9e63e4fc', 'num': 0.7778127909860053}
{'str': '8f653d4e924bff7b8e70', 'num': 0.0007035555195582521}
{'str': 'fed6c7284582485cbeb8', 'num': 0.2621684932508571}
{'str': '16beae23d74254dc77f6', 'num': 0.24438777485619345}
{'str': '0b24fa8560e21681edd3', 'num': 0.7286431936945963}
{'str': 'bfd20b73c67dc2043e0e', 'num': 0.4435749416664695}
{'str': 'fa8f77541129e6817fda', 'num': 0.6328837522502896}
{'str': '58554c9af6a61cffbf01', 'num': 0.19691363978445342}
{'str': 'd5129cb55469c41f6655', 'num': 0.771913378247035}
{'str': 'e8edc968f0a004845378', 'num': 0.6893441859967812}
{'str': 'd01c2cb524570933bad3', 'num': 0.6689942241517787}
{'str': 'd5cea0da5ce460f05598', 'num': 0.19003979546043281}
{'str': 'c445d904c8dc77238249', 'num': 0.6890008627441079}
{'str': '3276285271505501b73e', 'num': 0.5583587207721852}
{'str': '8761f32a444eaed43b95', 'num': 0.4573647082102762}
{'str': '4566334af8d6159fd9e6', 'num': 0.4763463896982505}
{'str': '83c2d8feef8ad935513f', 'num': 0.18169483060792402}
{'str': '361c4b39923ced49b55b', 'num': 0.08052689119063661}
{'str': 'ebca20f0dd8c6878bb8d', 'num': 0.0510741931235853}
{'str': '74b74808a99ab413cb66', 'num': 0.04655961656998142}
{'str': 'cc601406005c3c08b6bb', 'num': 0.7664324080319006}
{'str': 'e3284d2b63e35a6e975e', 'num': 0.17334640913543786}
{'str': 'c1e046b6ea1a4345bc77', 'num': 0.4366543137038057}
{'str': '7b3623fb9c655d39d68c', 'num': 0.24582652359651636}
{'str': '59cd5987f48502693357', 'num': 0.04836373567436314}
{'str': 'e54a5daa0a7c75cab384', 'num': 0.528299144050897}
{'str': '53832e8249373dabbbc9', 'num': 0.9025084649546621}
{'str': '7d02199796144e16f4c2', 'num': 0.9888529724659522}
{'str': 'f0888ab7c9c7ac199980', 'num': 0.5306447181360552}
{'str': 'b277ae0bd7b1cfdff531', 'num': 0.4180959248246342}
{'str': '92582f94474ebd3d0c0c', 'num': 0.8987398720730349}
{'str': 'b26bd0d597886ab5ca0d', 'num': 0.10173602801827986}
{'str': 'e0e5a1d3ec762643aa4c', 'num': 0.5840957054875571}
{'str': '74bfc538cfc1cd884c6b', 'num': 0.07771269026209426}
{'str': 'ef3b2d9859217be44b80', 'num': 0.45401360364582555}
{'str': 'c685ee393b35f000286b', 'num': 0.2363588194824482}
{'str': '0540305614b7b6c80e03', 'num': 0.7449527105817304}
{'str': '24f0bfa60d004d60c742', 'num': 0.9421094188091161}
{'str': '825ffb59d4f953385995', 'num': 0.5075307178625076}
{'str': 'c6868353b6e7c67968f6', 'num': 0.529083035805428}
{'str': '45cada44dffd0baa1c69', 'num': 0.29194876848324547}
{'str': '83150e474a7210a34281', 'num': 0.27510827424133577}
{'str': '0b28e58566311e976abd', 'num': 0.7769094505799701}
{'str': 'afb5728eee138edc4930', 'num': 0.4696890215744052}
